                id                | name  |                                                   jsondata                                                    
 198E3EBE25854A256D6C67EF286FA260 | d̪     | {"wikipedia_url": "http://en.wikipedia.org/wiki/Voiced_dental_stop"}
 6DC76E0D40A52095D27B54EA432966C6 | s̪ː    | {"wikipedia_url": "http://en.wikipedia.org/wiki/Voiceless_alveolar_sibilant"}
 029914817EE9A3EA4598C8EF2F6AC7AE | d̠ʒ̤    | {"wikipedia_url": "http://en.wikipedia.org/wiki/Voiced_palato-alveolar_affricate"}
 9D43C0121B4098359DE849B298AD20F0 | ẽ̞     | {"wikipedia_url": "http://en.wikipedia.org//en.wikipedia.org/w/index.php?title=Template:Braille&action=edit"}
 02CD835C8B5754AB3DB22940C8405C85 | lː    | {"wikipedia_url": "http://en.wikipedia.org/wiki/Alveolar_lateral_approximant"}
 ED921AC9F6C2ABBAC1602F39891DADCF | əː    | {"wikipedia_url": "http://en.wikipedia.org/wiki/Mid-central_vowel"}
 BF4C7446654F9DDE2B7CA86A93FC8D29 | s̪     | {"wikipedia_url": "http://en.wikipedia.org/wiki/Voiceless_alveolar_sibilant"}
 1520751621DE93DB6E03975E1867106A | ũ     | {"wikipedia_url": "http://en.wikipedia.org/wiki/Close_back_rounded_vowel"}
 F3826EE83410EA00A7C1DF89AC317CAF | jː    | {"wikipedia_url": "http://en.wikipedia.org/wiki/Palatal_approximant"}
 D32D22D7FB8C895910556E91EE6B372A | ɖ̤     | {"wikipedia_url": "http://en.wikipedia.org/wiki/Voiced_retroflex_stop"}
 3EDAF6216EB1BA30820F52754A2515EA | r̠     | {"wikipedia_url": "http://en.wikipedia.org/wiki/Alveolar_trill"}
 51CBFDAE8C04E0CE821EA819E23EEE42 | t̪ː    | {"wikipedia_url": "http://en.wikipedia.org/wiki/Template_talk:Braille"}
 8E32B519FFFA1D3336C36200F8060969 | ã     | {"wikipedia_url": "http://en.wikipedia.org/wiki/Open_front_unrounded_vowel"}
 70B73BACB06AB6CCEBE6E6710EBB7BE6 | ĩː    | {"wikipedia_url": "http://en.wikipedia.org/wiki/Close_front_unrounded_vowel"}
 8102B48ED662ED3BEC1E6C024596DF4F | d̪̤     | {"wikipedia_url": "http://en.wikipedia.org/wiki/Voiced_alveolar_stop"}
 6D9557888F3B3AF0CE9FDFC5E8A3E00A | d̪ː    | {"wikipedia_url": "http://en.wikipedia.org/wiki/Voiced_alveolar_stop"}
 99BEFB40F8A6555031418CD050561EEE | ɡ̤     | {"wikipedia_url": "http://en.wikipedia.org/wiki/Voiced_velar_stop"}
 A2B97A142E3389D4C9DA6B029528BCFF | ʈː    | {"wikipedia_url": "http://en.wikipedia.org/wiki/Voiceless_retroflex_stop"}
